code_INSEE;nb_menages_fiscaux_com;nb_personnes_dans_menage_com;Médiane_niv_vie_com;tx_pauvrete_total_com;tx_pauvrete-locataires_com
80194;55;129;17703;;
80195;67;152;19094;;
80196;95;212;18931;;
80197;;;;;
80198;149;372;23650;;
80199;226;549;20375;;
80200;83;218;19159;;
80201;;;;;
80202;121;351;22781;;
80203;;;;;
80204;328;751;18950;;
80205;381;908;18944;;
80206;45;106;20179;;
80207;142;357;20701;;
80208;84;217;16936;;
80210;51;145;22271;;
80211;659;1597;19127;;
80212;2566;5845;19343;15;28
80213;167;427;24852;;
80214;127;341;19931;;
80215;88;244;17865;;
80216;63;148;21279;;
80217;;;;;
80218;53;128;22088;;
80219;;;;;
80220;45;102;19200;;
80221;112;296;20933;;
80222;593;1362;17847;;
80223;44;129;21051;;
80224;51;123;22162;;
80225;76;185;27664;;
80226;110;277;17726;;
80227;162;418;20407;;
80228;1025;2118;18310;22;33
80229;143;351;22072;;
80230;114;297;18322;;
80231;57;171;20484;;
80232;94;241;19786;;
80233;60;163;22537;;
80234;334;784;21165;;
80235;522;1230;17270;;
80236;217;498;19405;;
80237;197;538;21644;;
80238;215;536;22944;;
80239;;;;;
80240;616;1491;20633;;
80241;440;1053;19471;;
80242;168;409;23265;;
80243;;;;;
80244;71;170;17869;;
80245;122;300;19054;;
80246;143;340;22511;;
80247;272;722;18012;;
80248;199;430;18750;;
80249;122;323;19114;;
80250;113;328;20264;;
80251;116;328;19358;;
80252;94;251;18853;;
80253;2612;5705;16573;26;39
80256;690;1607;21715;;
80258;;;;;
80259;;;;;
80260;375;954;25342;;
80261;447;1132;30599;;
80262;162;411;21495;;
80263;;;;;
80264;;;;;
80265;236;551;17349;;
80266;110;289;19321;;
80267;99;248;19704;;
80268;237;569;22452;;
80269;44;116;18896;;
80270;;;;;
80271;439;1093;16720;;
80272;49;121;21432;;
80273;137;360;21157;;
80274;798;1836;18247;;
80275;128;301;19428;;
80276;111;303;20850;;
80278;67;179;20248;;
80279;277;726;18920;;
80280;54;123;17215;;
80281;64;190;19676;;
80282;189;488;19221;;
80283;60;154;21949;;
80284;319;818;18948;;
80285;99;265;21155;;
80287;95;227;18814;;
80288;131;349;19963;;
80290;151;378;18931;;
80291;110;275;27303;;
80292;56;139;20374;;
80293;152;357;21842;;
80294;64;176;19839;;
80295;234;590;19798;;
80296;482;1145;17631;;
80297;;;;;
80298;214;526;20595;;
80299;92;221;19309;;
80300;57;149;22034;;
80301;99;254;22135;;
80302;70;166;20421;;
80303;190;446;21087;;
80304;38;101;19689;;
80305;196;474;24452;;
80306;62;137;20176;;
80307;62;162;16942;;
80308;1108;2551;18452;16;33
80310;250;653;19659;;
80311;55;141;18751;;
80312;107;272;19945;;
80313;118;289;19667;;
80314;80;200;18981;;
80315;173;499;24254;;
80316;786;2027;21583;;
80317;86;221;20697;;
80318;1318;3062;17621;18;28
80319;132;329;22840;;
80320;56;146;18793;;
80321;53;141;21765;;
80322;59;177;18781;;
80324;61;156;20734;;
80325;;;;;
80326;46;103;20787;;
80327;64;164;18967;;
80328;216;485;19333;;
80329;61;164;18404;;
80330;108;246;18626;;
80331;123;318;19871;;
80332;160;411;18850;;
80333;750;1374;20097;;
80334;;;;;
80335;100;251;19548;;
80336;;;;;
80337;81;205;23595;;
80338;732;1735;20810;;
80339;61;159;19641;;
80340;76;181;18793;;
80341;157;407;21200;;
80342;170;467;20801;;
80343;66;182;18588;;
80344;73;195;23915;;
80345;205;483;19864;;
80346;68;186;18797;;
80347;52;164;19337;;
80348;64;167;19011;;
80349;50;135;19595;;
80350;202;518;22993;;
80351;94;255;22488;;
80352;65;148;18484;;
80353;52;149;16833;;
80354;74;206;18066;;
80355;39;109;15849;;
80356;;;;;
80357;95;232;23508;;
80358;47;144;20693;;
80359;114;307;22507;;
80360;990;2184;18389;19;40
80361;;;;;
80362;114;312;19015;;
80364;315;766;20636;;
80365;60;167;22539;;
80366;197;477;21180;;
80367;77;179;20297;;
80368;1969;4447;17706;19;33
80369;82;214;18468;;
80371;40;106;18786;;
80372;53;130;17565;;
80373;1188;2461;17278;24;39
80374;110;280;19483;;
80375;146;362;19713;;
80376;235;640;24485;;
80377;151;394;19351;;
80378;;;;;
80379;270;688;25861;;
80380;101;247;19550;;
80381;;;;;
80383;;;;;
80384;73;173;19588;;
80385;183;451;23746;;
80386;72;178;22165;;
80387;121;319;23049;;
80388;77;211;18480;;
80390;146;374;21651;;
80391;;;;;
80392;225;589;18984;;
80393;123;324;19898;;
80395;115;273;19302;;
80396;139;324;18439;;
80397;41;104;21399;;
80399;136;374;24667;;
80400;167;432;19251;;
80401;54;136;19804;;
80402;49;133;20240;;
80403;75;176;23123;;
80404;60;140;19777;;
80405;166;442;22689;;
80406;586;1384;17541;;
80407;60;144;24061;;
80408;132;333;19897;;
80409;64;163;20273;;
80410;1965;4341;16103;30;45
80411;193;476;21030;;
80412;233;630;22356;;
80413;;;;;
80414;48;128;25767;;
80415;403;1041;20990;;
80416;305;743;21083;;
80417;609;1516;17252;;
80418;;;;;
80420;75;183;19173;;
80421;105;303;18308;;
80422;217;575;21566;;
80423;150;407;22483;;
80424;193;535;27565;;
80425;44;108;19088;;
80426;173;407;22315;;
80427;125;340;18953;;
80428;59;125;22502;;
80429;75;191;20865;;
80430;73;204;17338;;
80431;245;641;22200;;
80432;65;173;19634;;
80433;;;;;
80434;72;175;20207;;
80435;;;;;
80436;224;515;20616;;
80437;44;103;20210;;
80438;198;460;16177;;
80439;64;157;20349;;
80440;63;153;15957;;
80442;448;1149;18484;;
80443;654;1587;19041;;
80444;253;679;19438;;
80445;106;262;17184;;
80446;315;820;21280;;
80449;;;;;
80450;39;105;19009;;
80451;43;118;16613;;
80452;181;517;20168;;
80453;59;134;19033;;
80455;;;;;
80456;215;566;20427;;
80458;167;473;23141;;
80459;42;110;20871;;
80460;;;;;
80461;85;226;24377;;
80462;131;340;20069;;
80463;273;707;21665;;
80464;373;909;19222;;
80465;87;205;21355;;
80466;54;131;20647;;
80467;78;185;20097;;
80468;61;161;20426;;
80469;65;164;21507;;
80470;68;172;21462;;
80472;63;169;22162;;
80473;112;293;20459;;
80474;158;388;19508;;
80475;95;230;18628;;
80476;134;352;18804;;
80477;94;231;19398;;
80478;51;131;19443;;
80479;136;346;18397;;
80480;38;112;18234;;
80481;167;399;17896;;
80482;56;138;18302;;
80484;143;397;16521;;
80485;474;1188;21281;;
80486;262;630;18549;;
80487;38;100;17841;;
80488;677;1589;18440;;
80489;2401;5702;19565;12;19
80490;107;266;19482;;
80491;;;;;
80493;106;270;17119;;
80494;72;196;21966;;
80495;222;518;18550;;
80496;64;142;18688;;
80497;58;143;22433;;
80498;252;632;20038;;
80499;99;274;20978;;
80500;201;488;18560;;
80501;108;287;17080;;
80502;;;;;
80503;82;195;21312;;
80504;;;;;
80505;109;293;23230;;
80507;483;1278;20949;;
80508;;;;;
80509;225;596;18715;;
80511;43;114;20851;;
80512;363;863;18570;;
80513;66;165;23962;;
80514;44;120;20390;;
80515;58;142;20744;;
80516;84;202;19035;;
80517;75;188;21398;;
80518;156;389;18797;;
80519;217;504;19258;;
80520;67;179;19308;;
80521;92;207;21012;;
80522;41;106;21669;;
80523;525;1272;22739;;
80524;222;570;18851;;
80525;69;174;21015;;
80526;53;133;15670;;
80527;124;312;20534;;
80528;;;;;
80529;68;190;16766;;
80530;235;605;21587;;
80531;45;103;18169;;
80533;1510;2806;17953;20;36
80535;69;172;20109;;
80536;132;309;20425;;
80537;;;;;
80538;60;135;21957;;
80540;96;227;20486;;
80541;72;187;19623;;
80542;236;574;19939;;
80543;37;117;19006;;
80544;79;189;17983;;
80545;208;536;21614;;
80546;241;590;20467;;
80547;86;221;21581;;
80548;142;364;20340;;
80549;274;669;19770;;
80550;48;126;23992;;
80552;515;1191;18270;;
80553;123;326;24367;;
80554;378;912;19752;;
80555;267;642;20375;;
80556;250;572;19034;;
80557;243;610;19595;;
80558;88;228;21399;;
80559;62;148;19677;;
80560;83;217;20356;;
80561;2623;5848;17375;21;35
80562;73;203;24954;;
80563;;;;;
80565;;;;;
80566;140;327;21065;;
80568;128;348;19734;;
80569;134;342;20304;;
80570;1689;3840;19055;16;30
80571;210;488;20853;;
80572;164;383;19570;;
80573;166;429;19746;;
80574;;;;;
80575;;;;;
80576;118;304;19326;;
80577;65;178;21932;;
80578;272;717;20232;;
80579;353;863;18522;;
80580;115;245;19380;;
80582;399;1005;22283;;
80583;109;291;23504;;
80584;430;1067;22988;;
80585;980;2232;16780;23;41
80586;65;145;19486;;
80587;;;;;
80588;146;377;20453;;
80589;;;;;
80590;129;332;21642;;
80591;66;146;17140;;
80592;209;501;17236;;
80593;122;270;21067;;
80595;107;276;19808;;
80596;84;218;18477;;
80597;342;850;20084;;
80598;522;1274;18398;;
80599;102;240;19143;;
80600;316;681;18936;;
80601;172;408;18781;;
80602;44;123;19639;;
80603;130;319;20358;;
80604;;;;;
80605;93;221;19584;;
80606;471;1053;17337;;
80607;88;221;21131;;
80609;150;384;19550;;
80611;379;916;22275;;
80613;296;629;20030;;
80614;121;311;19094;;
80615;173;453;22447;;
80616;72;199;20085;;
80617;103;243;21416;;
80618;446;1045;18927;;
80619;277;730;20771;;
80620;3470;7378;16915;26;40
80621;276;697;18759;;
80622;510;1201;19809;;
80623;139;351;19801;;
80624;108;291;26349;;
80625;567;1418;20692;;
80626;118;282;23003;;
80627;356;881;25425;;
80628;275;744;19293;;
80629;44;116;20832;;
80630;963;2130;18931;20;37
80631;46;104;20087;;
80632;969;2280;24773;10;
80633;257;604;20248;;
80634;333;836;23269;;
80635;570;1443;16585;;
80637;111;277;21198;;
80638;44;104;17902;;
80639;471;1163;23135;;
80640;102;253;20762;;
80642;120;305;17519;;
80643;214;552;25722;;
80644;275;715;18213;;
80645;208;552;19794;;
80646;;;;;
80647;101;291;18456;;
80648;42;115;14769;;
80649;622;1387;19047;;
80650;265;642;23865;;
80651;111;253;18478;;
80652;283;762;19961;;
80654;231;541;20901;;
80655;191;462;20180;;
80656;464;1128;21361;;
80657;113;323;20087;;
80658;58;149;16713;;
80659;105;276;20665;;
80661;372;961;21872;;
80662;109;267;18454;;
80663;142;332;17267;;
80664;76;201;19966;;
80665;50;114;19089;;
80666;;;;;
80667;54;135;19429;;
80668;66;176;20635;;
80669;132;364;19978;;
80670;218;533;22872;;
80671;87;263;17327;;
80672;261;646;20767;;
80673;73;170;20080;;
80674;1518;3490;21401;12;25
80675;50;135;20725;;
80676;64;155;19975;;
80677;716;1661;18442;;
80678;287;787;19187;;
80679;245;603;17965;;
80680;1256;2936;18085;21;40
80681;120;294;20925;;
80682;76;201;21737;;
80683;45;107;21670;;
80684;46;111;19004;;
80685;2480;5594;17236;24;37
80686;282;722;23255;;
80687;53;139;19300;;
80688;1311;2946;18035;18;30
80690;240;608;25328;;
80691;161;393;20133;;
80692;426;1027;18588;;
80693;127;342;21074;;
80694;138;371;19360;;
80695;187;463;17357;;
80696;492;1228;29216;;
80697;;;;;
80698;96;224;22336;;
80699;47;112;19754;;
80700;376;873;19719;;
80701;179;450;19091;;
80702;469;1203;32282;;
80703;91;206;21208;;
80704;140;366;22603;;
80705;;;;;
80706;720;1764;17896;;
80707;;;;;
80708;73;176;21140;;
80709;104;260;17338;;
80710;159;404;20429;;
80711;759;1826;16526;;
80713;132;301;21158;;
80714;540;1281;20377;;
80716;500;1147;20168;;
80717;383;980;23150;;
80718;555;1397;21245;;
80719;;;;;
80721;1085;2139;20416;13;
80722;192;471;23660;;
80723;100;247;24719;;
80724;1148;2766;22249;8;
80725;1212;2895;25133;;
80726;113;275;23051;;
80728;;;;;
80729;66;157;20807;;
80730;393;949;25417;;
80732;268;677;18861;;
80733;114;293;19467;;
80734;85;204;20224;;
80735;64;164;22743;;
80736;84;209;20656;;
80737;69;166;14675;;
80738;50;138;23232;;
80740;117;314;22271;;
80741;71;186;21034;;
80742;;;;;
80743;84;189;21939;;
80744;;;;;
80746;426;1095;24213;;
80747;59;135;20453;;
80748;69;167;17967;;
80749;116;316;17789;;
80750;61;148;18982;;
80751;202;538;23583;;
80752;252;656;24647;;
80753;42;120;16729;;
80754;141;368;21389;;
80755;54;132;19282;;
80756;;;;;
80757;57;142;24488;;
80758;71;200;22429;;
80759;120;290;21243;;
80760;156;407;19325;;
80762;160;400;18627;;
80763;147;366;18696;;
80764;127;307;19922;;
80765;339;839;19583;;
80766;188;454;20947;;
80767;96;240;20510;;
80769;97;243;20814;;
80770;242;554;17846;;
80771;;;;;
80773;;;;;
80774;118;278;22640;;
80775;263;630;18922;;
80776;82;210;20251;;
80777;64;156;20254;;
80778;48;129;21372;;
80779;348;880;20652;;
80780;170;366;20525;;
80781;104;243;20202;;
80782;160;425;23225;;
80783;;;;;
80784;120;296;21143;;
80785;205;544;23689;;
80786;59;143;18932;;
80787;;;;;
80788;67;151;19009;;
80789;58;144;20955;;
80790;62;137;21558;;
80791;296;697;25084;;
80792;91;247;21252;;
80793;946;2359;21237;;
80794;;;;;
80795;197;481;19130;;
80796;84;208;18753;;
80797;51;147;20383;;
80798;583;1477;24252;;
80799;1756;4419;21477;9;21
80800;54;141;20767;;
80801;127;345;18800;;
80802;248;577;18437;;
80803;104;266;20224;;
80804;69;174;19082;;
80805;60;160;21878;;
80806;176;456;19140;;
80807;109;279;21114;;
80808;196;483;18395;;
80809;183;459;19902;;
80810;53;119;17378;;
80811;258;596;19774;;
80812;55;150;20205;;
80813;40;102;20476;;
80814;178;462;20883;;
80815;344;864;19806;;
80819;;;;;
80820;286;704;19995;;
80821;95;214;18581;;
80822;50;136;19555;;
80823;56;146;17169;;
80824;101;260;20515;;
80825;44;121;17044;;
80826;342;838;18889;;
80827;588;1303;17906;;
80828;;;;;
80829;;;;;
80830;89;235;20845;;
80832;110;301;16247;;
80833;58;137;20063;;
80834;220;514;19569;;
80835;109;276;24929;;
80836;98;251;22760;;
81001;97;250;21173;;
81002;1116;2623;19496;12;
81003;435;928;18097;;
81004;22939;45793;19659;19;34
81005;247;531;17990;;
81006;85;197;24321;;
81007;;;;;
81008;128;297;19388;;
81009;;;;;
81010;196;452;17727;;
81011;371;1048;21396;;
81012;48;111;18555;;
81013;151;399;17602;;
81014;217;450;17970;;
81015;;;;;
81016;94;169;17384;;
81017;60;138;16404;;
81018;1079;2509;21251;8;
81019;60;144;16668;;
81020;116;294;22048;;
81021;2661;5908;17321;23;48
81022;80;218;25369;;
81023;85;202;17197;;
81024;139;354;18814;;
81025;86;239;24841;;
81026;296;746;20368;;
81027;65;152;18340;;
81028;55;106;16967;;
81029;80;192;19586;;
81030;44;114;18600;;
81031;348;871;20305;;
81032;390;984;19707;;
81033;1478;3051;17501;19;33
81034;197;405;17273;;
81035;83;198;20763;;
81036;530;1297;20703;;
81037;618;1283;18802;;
81038;920;2342;20652;9;
81039;833;1995;18821;;
81040;164;409;18637;;
81041;51;116;20123;;
81042;874;2133;21065;12;
81043;296;756;20124;;
81044;99;288;19539;;
81045;168;335;15852;;
81046;596;1487;21061;;
81047;93;228;16450;;
81048;1143;2539;19244;13;
81049;84;198;17711;;
81050;116;317;20558;;
81051;531;1164;18284;;
81052;843;2233;22449;;
81053;165;339;17863;;
81054;352;932;20616;;
81055;141;297;18494;;
81056;59;145;17731;;
81058;87;236;21750;;
81059;276;676;22496;;
81060;4880;9742;17758;20;36
81061;78;178;22900;;
81062;463;962;17311;;
81063;594;1496;22143;;
81064;448;1053;18485;;
81065;18767;40315;19041;19;36
81066;131;305;19545;;
81067;211;486;20290;;
81068;66;169;21418;;
81069;440;799;17417;;
81070;1083;2823;21164;10;
81071;;;;;
81072;47;123;19725;;
81073;71;167;20600;;
81074;621;1595;22197;;
81075;190;491;20501;;
81076;260;690;21023;;
81077;189;375;17092;;
81078;423;1027;19238;;
81079;324;825;20271;;
81080;;;;;
81081;510;1128;19514;;
81082;42;106;15995;;
81083;114;241;17503;;
81084;273;648;19054;;
81085;;;;;
81086;64;130;15977;;
81087;128;351;20660;;
81088;202;516;18638;;
81089;64;153;18111;;
81090;91;234;21909;;
81092;386;938;21118;;
81093;270;655;21745;;
81094;;;;;
81095;;;;;
81096;171;406;18398;;
81097;526;1330;21860;;
81098;242;664;21639;;
81099;6825;14813;18549;20;34
81100;153;366;21059;;
81101;539;1318;19967;;
81102;103;267;25027;;
81103;57;130;17716;;
81104;585;1514;22400;;
81105;5454;12314;16729;24;43
81106;224;600;22302;;
81108;68;159;18649;;
81109;179;423;19962;;
81110;;;;;
81111;;;;;
81112;406;950;21402;;
81114;219;513;20706;;
81115;694;1387;16503;;
81116;778;2008;20857;11;
81117;302;757;19777;;
81118;60;136;23598;;
81119;194;484;18820;;
81120;2787;6546;19104;15;34
81121;144;297;15195;;
81122;;;;;
81123;;;;;
81124;1111;2419;19518;14;27
81125;151;298;15808;;
81126;66;182;22373;;
81127;54;126;21558;;
81128;718;1658;19949;;
81129;93;235;18788;;
81130;837;1858;20773;;
81131;827;2117;21639;;
81132;365;895;18373;;
81133;188;482;20427;;
81134;;;;;
81135;;;;;
81136;80;153;21958;;
81137;;;;;
81138;210;517;18778;;
81139;695;1703;20089;;
81140;4844;10584;20486;14;24
81141;64;165;18825;;
81142;341;871;19160;;
81143;251;682;19387;;
81144;1938;4546;20924;11;22
81145;2045;4694;19503;14;25
81146;95;215;18592;;
81147;457;1149;19542;;
81148;;;;;
81149;162;427;21284;;
81150;152;420;25447;;
81151;54;134;20998;;
81152;120;284;21378;;
81154;;;;;
81156;1427;3336;21705;9;
81157;106;264;21557;;
81158;127;268;16164;;
81159;121;353;23770;;
81160;189;403;19891;;
81161;46;102;21634;;
81162;61;167;19195;;
81163;4674;9359;17525;23;42
81164;202;479;22387;;
81165;126;235;18490;;
81166;;;;;
81167;;;;;
81168;485;1044;18422;;
81169;;;;;
81170;549;1178;19634;;
81171;558;1475;20623;;
81172;;;;;
81173;107;320;24038;;
81174;227;549;19055;;
81175;147;390;18676;;
81176;;;;;
81177;168;491;21601;;
81178;143;381;18032;;
81179;114;275;22173;;
81180;124;255;17256;;
81181;72;185;20820;;
81182;880;2013;17760;21;
81183;82;174;18260;;
81184;;;;;
81185;90;214;22455;;
81186;118;268;17110;;
81187;81;218;20830;;
81188;137;312;21169;;
81189;47;107;22598;;
81190;184;498;20291;;
81191;103;235;16488;;
81192;370;793;17431;;
81193;162;318;20204;;
81195;285;717;22895;;
81196;380;894;19931;;
81197;92;230;19048;;
81198;128;328;22203;;
81199;77;159;16635;;
81200;183;440;19498;;
81201;361;779;18958;;
81202;355;957;21266;;
81203;217;471;18763;;
81204;947;2207;21145;;
81205;76;189;18884;;
81206;261;548;16843;;
81207;;;;;
81208;203;565;21686;;
81209;1279;2894;20567;12;
81210;106;273;19013;;
81211;185;480;20446;;
81212;50;123;20430;;
81213;;;;;
81214;;;;;
81215;255;672;21336;;
81216;86;206;18105;;
81217;218;455;17991;;
81218;1409;3435;24271;6;
81219;1398;3190;19344;15;29
81220;2423;5731;21056;13;25
81221;97;224;15650;;
81222;1576;3395;19115;18;33
81223;;;;;
81224;56;107;14475;;
81225;431;1054;20272;;
81227;1004;2227;19012;13;
81228;170;469;20988;;
81229;47;127;19902;;
81230;318;748;20513;;
81231;167;372;19504;;
81232;241;637;22835;;
81233;695;1672;19227;;
81234;;;;;
81235;299;776;20054;;
81236;84;242;22977;;
81237;74;165;18657;;
81238;720;1597;18664;;
81239;427;883;19210;;
81240;;;;;
81242;98;268;18890;;
81243;54;125;15773;;
81244;1016;2142;17639;17;25
81245;49;105;16625;;
81246;49;110;18440;;
81247;82;209;17219;;
81248;340;873;20867;;
81249;374;921;19178;;
81250;100;279;21454;;
81251;335;921;20162;;
81252;58;145;21335;;
81253;187;482;19723;;
81254;150;371;19115;;
81255;174;497;23996;;
81256;;;;;
81257;3275;6850;19150;16;30
81258;176;427;19147;;
81259;97;216;18920;;
81261;365;995;22647;;
81262;99;209;19310;;
81263;172;352;17339;;
81264;;;;;
81265;;;;;
81266;468;1080;18820;;
81267;249;522;17327;;
81268;;;;;
81269;253;515;19046;;
81270;64;167;21067;;
81271;3489;8883;22266;8;16
81272;92;212;18838;;
81273;1469;3536;20793;9;
81274;314;834;22493;;
81275;84;175;18655;;
81276;466;1088;18585;;
81277;221;573;19829;;
81278;82;173;18300;;
81279;117;277;17756;;
81280;114;249;19113;;
81281;856;2082;19926;12;
81282;;;;;
81283;445;1152;19896;;
81284;786;1820;20802;;
81285;162;348;18899;;
81286;225;527;20000;;
81287;95;250;20234;;
81288;1216;2741;18898;17;29
81289;1115;2528;18951;12;
81290;71;170;20084;;
81291;183;460;19740;;
81292;221;500;18529;;
81293;127;325;18864;;
81294;363;969;21503;;
81295;201;438;17070;;
81297;520;1223;23674;;
81298;182;509;25138;;
81299;151;389;20295;;
81300;;;;;
81302;;;;;
81303;203;363;17320;;
81304;83;180;17863;;
81305;382;769;17523;;
81306;380;852;20036;;
81307;340;843;20014;;
81308;495;1118;18868;;
81309;146;316;14122;;
81310;42;114;22051;;
81311;307;776;19051;;
81312;361;882;19057;;
81313;95;217;18084;;
81314;257;540;17938;;
81315;592;1443;20067;;
81316;90;215;19005;;
81317;538;1225;18710;;
81318;69;158;18626;;
81319;202;494;19991;;
81320;66;145;18357;;
81321;;;;;
81322;90;224;19844;;
81323;145;343;20197;;
81324;77;215;23574;;
81325;795;2011;21384;;
81326;145;373;22533;;
82001;261;648;19273;;
82002;1316;3269;19008;15;30
82003;87;243;17855;;
82004;53;128;18682;;
82005;545;1460;21677;;
82006;;;;;
82007;59;135;19112;;
82008;407;931;20184;;
82009;;;;;
82010;107;258;19534;;
82011;336;921;19692;;
82012;197;535;18439;;
82013;1601;3542;18367;20;32
82014;101;260;20953;;
82015;54;131;20453;;
82016;76;162;18134;;
82017;508;1490;22006;;
82018;437;1122;20091;;
82019;291;713;18146;;
82020;228;611;19718;;
82021;80;188;17261;;
82022;183;366;15486;;
82023;361;896;19759;;
82024;115;263;18385;;
82025;1468;3763;21364;10;
82026;309;571;19234;;
82027;471;1369;21120;;
82028;283;769;20945;;
82029;111;256;15947;;
82030;185;452;18817;;
82031;442;1140;18451;;
82032;227;526;16965;;
82033;5669;13336;17837;20;33
82034;43;107;16429;;
82035;131;325;18667;;
82036;66;148;16381;;
82037;3170;6641;17694;21;35
82038;653;1378;18291;;
82039;211;556;19510;;
82040;104;284;19448;;
82041;109;231;16882;;
82042;507;1173;16285;;
82043;112;273;20325;;
82044;675;1687;21763;;
82045;141;350;19996;;
82046;43;102;17684;;
82047;;;;;
82048;619;1712;21191;;
82049;421;1036;19280;;
82050;491;1165;19684;;
82051;332;842;18648;;
82052;363;990;20007;;
82053;113;290;18626;;
82054;152;371;18532;;
82055;108;259;19272;;
82056;74;162;17642;;
82057;217;623;21898;;
82058;41;101;19687;;
82059;129;314;19892;;
82060;78;181;15084;;
82061;81;148;16875;;
82062;580;1519;19798;;
82063;251;680;18120;;
82064;48;115;21410;;
82065;181;428;21439;;
82066;239;642;20543;;
82067;46;109;18808;;
82068;79;214;20801;;
82069;89;181;15789;;
82070;;;;;
82071;;;;;
82072;375;944;19903;;
82073;385;966;20289;;
82074;64;127;19116;;
82075;1666;3964;20918;11;19
82076;646;1591;19633;;
82077;152;354;15761;;
82078;48;112;17664;;
82079;1458;3717;19704;16;33
82080;405;1137;19146;;
82081;74;176;18489;;
82082;84;194;18413;;
82083;51;113;18941;;
82084;83;170;17749;;
82085;439;1191;20649;;
82086;94;226;18395;;
82087;1218;2865;19404;17;36
82088;286;541;18133;;
82089;493;1097;17359;;
82090;431;1070;20984;;
82091;57;129;18314;;
82092;103;258;18794;;
82093;240;595;18628;;
82094;644;1330;17530;;
82095;89;212;18803;;
82096;1211;3155;18252;16;27
82097;558;1228;19336;;
82098;485;1275;23009;;
82099;196;527;18920;;
82100;57;113;16927;;
82101;496;1174;18279;;
82102;114;286;17083;;
82103;44;110;17617;;
82104;68;151;18143;;
82105;486;1296;20396;;
82106;65;128;18344;;
82107;;;;;
82108;542;1372;20180;;
82109;77;214;18776;;
82110;428;1051;19731;;
82111;138;340;16610;;
82112;5565;12977;17261;27;46
82113;516;1113;17655;;
82114;233;640;21637;;
82115;720;1717;18764;;
82116;83;183;17567;;
82117;642;1286;17013;;
82118;;;;;
82119;249;594;19137;;
82120;124;312;21304;;
82121;27511;61066;19244;20;35
82122;77;174;18203;;
82123;524;1295;20243;;
82124;1526;3904;20665;10;
82125;2451;6179;20071;13;22
82126;565;1367;20729;;
82127;325;775;17977;;
82128;43;107;18813;;
82129;57;135;19377;;
82130;79;149;18214;;
82131;711;1519;19299;;
82132;488;1124;19318;;
82133;;;;;
82134;2102;5246;18571;17;33
82135;502;1310;20906;;
82136;585;1632;19887;;
82137;240;505;17559;;
82138;61;144;19065;;
82139;51;109;21320;;
82140;173;439;19777;;
82141;228;521;17303;;
82142;540;1432;22644;;
82143;;;;;
82144;270;665;19159;;
82145;148;377;17956;;
82146;;;;;
82147;161;330;17763;;
82148;327;702;18653;;
82149;797;1971;19002;;
82150;340;877;20508;;
82151;174;354;18686;;
82152;176;419;18852;;
82153;95;204;19545;;
82154;95;218;19457;;
82155;880;1840;16979;;
82156;63;152;20911;;
82157;45;108;18508;;
82158;65;142;20909;;
82159;212;556;20945;;
82160;110;261;20603;;
82161;1530;3865;20348;11;21
82162;100;256;17474;;
82163;;;;;
82164;56;115;19347;;
82165;189;481;20588;;
82166;110;262;17516;;
82167;690;1734;22428;;
82168;151;331;18129;;
82169;970;2199;19616;14;
82170;244;567;18419;;
82171;504;1350;19009;;
82172;137;274;17380;;
82173;450;1135;18129;;
82174;114;275;18302;;
82175;109;263;20258;;
82176;301;785;21795;;
82177;71;170;18194;;
82178;293;784;21845;;
82179;964;2140;18428;17;
82180;214;504;20329;;
82181;78;197;20086;;
82182;140;283;17571;;
82183;105;237;16210;;
82184;310;845;19065;;
82185;92;202;17335;;
82186;2358;4777;17973;21;33
82187;334;660;17259;;
82188;215;587;20313;;
82189;289;669;16882;;
82190;2081;4893;20487;12;23
82191;150;330;16374;;
82192;205;515;20022;;
82193;63;136;20436;;
82194;507;1265;20395;;
82195;317;778;20719;;
83001;1055;2693;25252;10;
83002;113;220;15491;;
83003;429;920;20493;;
83004;3167;7375;20040;17;27
83005;137;289;19284;;
83006;91;255;21585;;
83007;1025;2083;18579;22;36
83008;1134;2637;22225;13;
83009;5235;9877;23625;12;20
83010;60;121;16339;;
83011;637;1331;17487;;
83012;1378;2964;18040;21;32
83013;86;168;20372;;
83014;86;172;19665;;
83015;134;253;17413;;
83016;4211;9771;22704;12;21
83017;971;2346;22541;12;
83018;1215;2950;20712;13;
83019;3848;7937;21948;13;21
83020;;;;;
83021;1059;2634;20115;13;
83022;;;;;
83023;7348;17190;17758;24;37
83025;568;1409;21736;;
83026;788;1912;19339;;
83027;2298;5410;25942;11;21
83028;815;1748;19755;;
83029;1404;3350;22046;16;34
83030;790;1899;20987;;
83031;1716;4044;20909;13;23
83032;1500;3263;19265;19;35
83033;1415;3459;20359;16;31
83034;4812;10026;24395;9;17
83035;2197;5097;22501;14;25
83036;3700;7412;21523;14;24
83037;566;1452;21668;;
83038;202;456;20003;;
83039;60;130;22423;;
83040;;;;;
83041;317;636;18036;;
83042;5175;11706;19134;18;26
83043;774;1639;19697;;
83044;107;219;17898;;
83045;372;816;17165;;
83046;1074;2074;20285;20;35
83047;7619;18418;22202;9;17
83048;1719;3584;21469;14;22
83049;5027;12210;21142;13;25
83050;17053;38745;19653;18;31
83051;484;1024;19341;;
83052;160;365;17958;;
83053;966;2417;23001;10;
83054;3433;7994;22817;8;15
83055;2536;5814;20766;16;28
83056;1064;2660;21255;9;
83057;1377;3470;20056;14;26
